,word,freq,s0,s1,s2,s3,s4,s5,s6,s7,s8,s9
2179,agua,2,trabajo,leche,cuesta,buena,arriba,gato,boca,hablar,del_mar,
2180,copying,6,Copying,copied,pirating,unauthorized_copying,copyrighted,copyright_infringement,downloading,copyright,photocopying,
2181,telling,27,tell,reminding,saying,Telling,told,tells,informing,reminded,talking,
2182,continued,5,continues,continuing,continue,continued_unabated,began,continual,contined,ongoing,persisted,
2183,michael,6,anthony,gary,robert,jeff,dave,williams,howard,david,thomas,
2184,disclaimer,2,disclaimers,Check_http://www.innerfx.com/disclaimer,www.DrStockPick.com,www.bedfordreport.com_disclaimer,www.stockprofiler.us_disclaimers,tail_shakin,http://www.thegreenbaron.com/Disclaimer.htm,blurb,here_http://www.allpennystocks.com/aps_common/disclaimer.asp,
2185,cell,2,cells,Cells,cells_hESC,cells_hESCs,Ovonic_fuel,cell_hESC_derived,booster_EPO,HSCs,neural_progenitor,
2186,shoreline,5,shorelines,coastline,lakeshore,tidal_waters,marsh,beaches,waterfront,mud_flats,waterway,
2187,copyright,2,copyrights,copyright_infringement,copyrighted,copyright_holders,Copyright,copyright_holder,DMCA,Copyrights,intellectual_property,
2188,arrive,10,arriving,arrived,arrives,depart,Arriving,arrival,arive,Arrive,departs,
2189,aps,2,jailbreak_iphone_#G/#Gs_#.#.#,Archived_content,including_##months,untethered_iOS_#.#.#_jailbreak,template_capabilities,#,#_G_3Gs,iPhone_Ringtone_Maker,Unlock_Iphone_#.#.#,Unlock_iphone
2190,manage,6,managing,proactively_manage,Manage,tomanage,administrate,handle,centrally_manage,Masayuki_Yoshihara,managed,
2191,rechargeable,2,rechargeable_battery,rechargeable_batteries,NiMH_batteries,Lithium_ion_battery,battery_powered,lithium_ion_rechargeable_battery,Li_ion_battery,rechargeable_AA,batteries,
2192,exhaustive,10,thorough,extensive,painstaking,lengthy,detailed,rigorous,indepth,cursory,exhaustively,
2193,cooperate,3,cooperating,cooperated,cooperates,cooperation,collaborate,Cooperate,cooperated_fully,engage_constructively,comply,
2194,trail,2,trails,Trail,hiking_trail,trailhead,Trails,hiking_trails,Trailhead,Dipsea_Trail,Greenway_Trail,
2195,iii,5,ii,iv,vii,viii,vi,xii,xvi,ix,xv,
2196,sample,2,samples,sampling,sampled,samplings,Sampling,aliquot,NQ_diameter_drill,McDonald's_labeled,SWAN_Repository,
2197,portability,3,Portability,Thinkpads_balance,Lenovo_IdeaPads,expandability,user_friendliness,pocketability,usability,videotelephony,simplicity,
2198,wharf,3,jetty,wharves,pier,wharfs,quay,docks,ferry_terminal,breakwater,harbor,
2199,effectively,20,efficiently,affectively,successfully,Effectively,intelligently,easily,competently,productively,properly,
2200,triangle,3,triangles,equilateral_triangle,equilateral,rectangle,rhombus,isosceles_triangle,diagonal_triangle,concentric,hexagon,
2201,native,2,natives,hometown,na_tive,born,Originally_hailing,hails,grandparents_emigrated,played_collegiately,emigrated,
2202,mix,26,mixes,mixture,blend,mixing,combination,warring_clans_pirates,blended,Mixing,Pabst_boxer,
2203,six,96,seven,five,four,eight,nine,three,two,##,eleven,
2204,fortunate,23,lucky,thankful,grateful,blessed,glad,pleased,proud,happy,appreciative,
2205,varies,3,varies_greatly,varies_widely,vary,varies_considerably,varies_depending,vary_greatly,vary_widely,fluctuates,varies_wildly,
2206,pair,101,trio,two,couple,duo,pairs,Pair,three,twosome,four,
2207,compositing,2,Autodesk_Flame,VFX,3D_compositing,Final_Cut_Pro,visual_effects,editing_compositing,Compositing,shaders,rotoscoping,
2208,warmer,2,colder,chillier,drier,wetter,cooler,warmer_temperatures,Warmer,warmer_sunnier,warmer_drier,
2209,watch,4,watching,watched,Watching,watches,see,watchin,I'ma_Trekkie,Today_GoldmanResearchGroup.com_announces,TiVo'd,
2210,independent,2,independant,indepedent,independently,impartial,unbiased,Bernie_Sanders_Vermont,filmmaker_spread_virally,charge_Shri_Jairam,North_Shore_Harmonizers,
2211,honestly,59,truthfully,I,Honestly,frankly,think,THE_PRESIDENT_Yes,honest,Personally,JEFF_BURTON_Well,
2212,subsequently,22,shortly_thereafter,eventually,Subsequently,promptly,then,shortly_afterwards,Shortly_thereafter,initially,recently,
2213,antelope,5,impala,antelopes,elk,pronghorn,mule_deer,oryx,cow_elk,pronghorn_antelope,bull_elk,
2214,banner,2,banners,Banners,banner_proclaiming,placard,placards,banners_proclaiming,posters,unfurled_banner,flag,
2215,decal,2,decals,sticker,stickers,Decals,sticker_affixed,Stickers,insignia,license_plate,license_plates,
2216,willing,4,wiling,unwilling,reluctant,willingness,inclined,disinclined,eager,loath,wanting,
2217,february,14,january,april,september,december,july,october,november,june,feb,
2218,thrill,6,adrenaline_rush,thrills,adrenalin_rush,exhilaration,joy,excitement,pleasure,sheer_joy,exhilarating,
2219,crudely,2,cleverly,flimsily,inexpertly,clumsily,craftily,artfully,wittily,cruelly,Crudely,
2220,trap,2,traps,prey,venus_fly,trapping,Sutersville_Sportsmen_Club,skeet_shooting_#:##-#,baited,Youngwood_Sportsmen_Association,Crowfoot_Rod,
2221,minimalism,4,minimalist,classicism,Minimalism,minimalist_aesthetic,modernism,minimalistic,avant_gardism,modernist,expressionism,
2222,hotline,2,hotlines,helpline,Hotline,Helpline,helplines,HelpLine,freephone_helpline,Elder_Abuse_Hotline,telephone_hotlines,
2223,experienced,22,experiencing,encountered,experience,witnessed,seasoned,endured,suffered,Experienced,skilled,
2224,activate,7,activated,activating,deactivate,activates,reactivate,activation,Activating,disable,deactivated,
2225,beginner,2,beginners,beginner_intermediate,Beginner,Beginners,beginners_intermediate,novice,beginners_intermediates,Beginner_intermediate,novices,
2226,soften,2,softened,softens,softening,harden,lessen,Softening,weaken,loosen,soothe,
2227,staying,31,stay,stayed,Staying,stays,keeping,Stay,bunking,remain,kept,
2228,differ,4,differ_significantly,differed,vary,differ_markedly,differs,vary_greatly,diverge,vary_widely,differing,
2229,satisfied,19,dissatisfied,satisified,unsatisfied,satisifed,happy,confident,satisfactory,satified,unhappy,
2230,afford,9,losing_Yemen_Sharqieh,subsidize,unaffordable,af_ford,scrimp,aford,pay,anymore,outrageously_expensive,
2231,shut,4,shutting,shuts,Shutting,closed,Shut,shuttered,shuting,shutdown,reopen,
2232,southern,7,northern,eastern,southwestern,northeastern,southeastern,western,northwestern,northeast,southwest,
2233,likelihood,4,probability,possibility,likelyhood,likeliness,liklihood,risk,chances,probabilities,possiblity,
2234,forwarded,11,submitted,sent,e_mailed,faxed,emailed,fowarded,mailed,relayed,circulated,
2235,diminished,13,diminishing,lessened,greatly_diminished,diminish,eroded,diminishes,reduced,waned,dulled,
2236,keen,9,eager,keener,hoping,delighted,keenness,aiming,reluctant,keenly_interested,anxious,
2237,improving,21,improve,improved,Improving,enhancing,strengthening,boosting,bolstering,improves,improvement,
2238,ancient,2,antiquity,Ancient,ancient_civilization,Bronze_Age,Chinese_sage_Confucius,prehistoric,ancient_Greek,ancient_Sumerian,medieval,
2239,behaves,2,behave,behaving,interacts,behaved,misbehaves,behaves_differently,reacts,responds,interprets,
2240,attach,5,attaching,attached,affix,attaches,Attaching,insert,Attach,affixed,fastened,
2241,rippled,2,rippling,reverberated,ripple,ripples,sent_shockwaves,reverberating,shock_waves,reverberate,sent_shudders,
2242,photoshopped,3,Photoshopped,airbrushed,photoshopping,Photoshopping,retouched,digitally_altered,doctored,Photoshops,photoshoped,
2243,accompany,2,accompanied,accompanies,accompanying,Accompanying,precede,narrate,attend,Accompany,send,
2244,reflecting,52,reflected,reflects,reflect,Reflecting,reflection,underscoring,reflective,Offsetting,due,
2245,july,14,september,feb,december,february,november,october,january,april,june,
2246,overwhelming,9,Overwhelming,overwhelmed,whelming,enormous,incredible,immense,overwhelmingly,outpouring,astounding,
2247,ferry,2,ferries,ferryboat,commuter_ferry,Ferries,ferry_terminal,catamaran_ferry,Hiyu,ferryboats,superferry,
2248,steep,2,steeper,steepest,steeply,precipitous,steepness,Incorrectly_classifying_worker,Soyuz_descents,Steep,icy_Gran_Risa,
2249,exhibit,4,exhibits,exhibition,museum,juried_exhibit,Exhibit,Exhibits,UMFA,juried_exhibition,exhibitions,
2250,panning,26,zoom,zooming,panned,gold_panning,CBMW_thanked,Panning,prospectors_panning,sluice_boxes,HDR_photography,
2251,galactic,2,galaxy,cosmic,interstellar,intergalactic,planetary,galaxies,planets,Milky_Way_Galaxy,Milky_Way_galaxy,
2252,mic,2,mike,microphone,mics,mikes,CLUB_LASALLE_Open,econo_n_Christi,Titan_Tron,Microphone,Open_Mic,
2253,mechanism,22,mechanisms,Mechanism,method,framework,Mechanisms,market_dynamic_revaluating,system,molecular_mechanism,peptide_inhibitors,
2254,tranquility,7,serenity,peacefulness,quietude,tranquil,solitude,serene,harmony,restfulness,contentment,
2255,macro,2,macroeconomic,macro_economic,reef_dweller,Macro,call_3The_Bayonne,macro_prudential,microeconomic,Dean_Curnutt_president,external_imbalances,
2256,petrol,2,Petrol,unleaded_petrol,gasoline,bowser,Unleaded_petrol,diesel,octane_petrol,gasolene,3c_liter,
2257,shaped,4,Shaped,molded,curved,shapes,resembles,oval_shaped,rectangular,conical,resemble,
2258,iron,2,treat_iron_deficiency,irons,zero_valent,dogleg_par,Iron_sharpens,HBI_DRI,Shindle_Pa.,titanium_oxide_TiO,pond_fronting,
2259,device,54,devices,handheld_device,Device,gizmo,gadget,Requires_4G,sensor,handheld,inPulse,
2260,awe,2,awestruck,awed,amazement,wonderment,speechless,mesmerized,marveling,awes,Chitra_Prassad_Gautam,
2261,pulled,21,pulling,pull,yanked,pulls,grabbed,pushed,turned,Pulling,Pulled,
2262,stronger,75,weaker,better,stonger,strong,Stronger,tougher,strengthened,softer,sharper,
2263,text,2,By_James_CREEDON,decoration_underline,Text,texts,use_BBCode_tags,Source_www.limun.hr_original,Zi_predictive,Acrobat_PDF_format,code_tip###,
2264,rotating,6,rotate,rotated,rotates,Mike_Fodale_supervisor,rotational,Rotating,alternating,swivel,outfeed,
2265,trivial,3,trifling,inconsequential,insignificant,unimportant,mundane,banal,picayune,seemingly_trivial,silly,
2266,debate,3,debates,heated_debate,Debate,discussion,Debates,debating,heated_debates,rancorous_debate,debated,
2267,bug,2,bugs,worm,Bug,virus,Y2K_millennium,ActiveX_vulnerability,http://bugs.gentoo.org,vuln,insect,
2268,local,12,Local,regional,ocal,hoteliers_restaurateurs,civic,LOCAL,national,locally,spokesman_Masaru_Morita,
2269,purchasing,31,buying,purchase,Purchasing,purchases,selling,Buying,buy,purchased,purchasers,
2270,timing,4,Timing,timed,LIBOR_resets,Vectron_solves_complex,coincidental,MOSAID_litigation,MIVEC_variable_valve,de_Grauwe,sparkling_coloratura,
2271,gray,37,mushy_broccoli,bleed_scarlet,brown,charcoal_gray,blue,grayish,bluish_gray,greyish,Paul_Hadzick,
2272,spotted,15,noticed,spotting,discovered,Spotted,sighted,sighting,photographed,alerted,spotted_smooching,
2273,terrain,2,terrains,rugged_terrain,mountainous_terrain,rough_terrain,rocky_terrain,hilly_terrain,alpine_terrain,uneven_terrain,roughest_terrain,
2274,genius,3,geniuses,genuis,brilliance,savant,genious,wizardry,brilliant,genuises,visionary,
2275,routine,2,routines,Routine,0C_0R,still_lasso_steers,SpaceShipTwo_propellant_system,diphtheria_immunization,Palma_Trily_repeated,mundane,ritual,
2276,neither,41,Neither,none,nor,hardly,not,Niether,Neither_Rosetta_Inpharmatics,never,either,
2277,flickr,2,Flickr,flickr.com,photostream,Flikr,www.flickr.com,photos_tagged_Bostonist,Flickr_Picasa,http://www.flickr.com/photos/########_@_N##,Flickr.com,
2278,frustrated,2,annoyed,impatient,exasperated,disheartened,irritated,unhappy,angry,Frustrated,disillusioned,
2279,midnight,2,##pm,2am,4am,1am,3am,6pm,noon,5pm,5a.m.,
2280,bought,32,purchased,sold,buy,buys,buying,sell,Bought,purchase,sells,
2281,comparable,20,compared,Comparable,compares_favorably,compare_favorably,comparison,legalizing_incest,comparing_favorably,Munghana_Lonene_Listenership,compares,
2282,instant,16,instantaneous,instantly,Instant,instantaneously,immediate,automatic,insta,www.BobBruss.com,quick,
2283,comment,2,com_ment,BY_CARLA_HINTON_Leave,BY_SONYA_COLBERG_Leave,BY_BRANDY_McDONNELL_Leave,BY_DARLA_SLIPKE_Leave,BY_DIANA_BALDWIN_Leave,BY_TRICIA_PEMBERTON_Leave,Only_registred_users,BY_CARRIE_COPPERNOLL_Leave,
2284,table,2,tables,ConocoPhillips_BPAmerica,Capitalized_Included,tray,dining_room,banquette,rapping_cappella,sideboard,linen_tablecloth,
2285,cinema,25,cinemas,Cinema,film,arthouse_cinema,films,theater,arthouse,arthouse_cinemas,movie,
2286,recurring,2,Recurring,reoccurring,recurrent,reoccuring,reccurring,violations_Scovel,recur,Showtime_Barber_Shop,recurs,
2287,route,6,routes,shortest_route,path,alternate_route,detour,overland_route,overland,paths,overland_routes,
2288,podcasts,6,Podcasts,podcast,produces_BriefingsDirect_sponsored,Podcast,pod_casts,videocasts,downloadable_podcasts,podcasting,podcasted,
2289,wild,2,type_KRAS_mCRC,Kopitar_backhanded,type_KRAS_tumors,wilder,pig_Rhonda_Blissitt,wildest,Pinocchio_Pleasure_Island,feral,Indochinese_tigers,
2290,advisable,4,inadvisable,unadvisable,feasible,preferable,imperative,unwise,suitable,advantageous,prudent,
2291,challenged,11,questioned,challenging,challeged,defended,rebutted,upheld,challenge,disagreed,ridiculed,
2292,eruption,41,eruptions,volcanic_eruption,volcano,volcano_eruption,eruptive_activity,volcano_erupted,spews_ash,volcanic_eruptions,volcanic_activity,
2293,jpgs,3,jpegs,jpeg_file,jpg_attachments,jpg_format,jpg_files,JPG_format,jpeg_format,jpeg_attachments,jpeg_photo,
2294,vu,2,deja,dj,dj,dj_vu,deja_vu,Il_est,d,il_faut,alors,
2295,descriptive,2,textual,adverbial,verbs_nouns,descriptive_keywords,descriptions,verb_noun,Descriptive,descriptively,singular_nouns,
2296,shiny,2,gleaming,shiny_chrome,shiney,spiffy,snazzy,glistening,fluffy_Shih_Tzu,sleek,sparkly,
2297,began,19,started,begun,begain,begin,resumed,culminated,begins,stopped,continued,
2298,highlighted,14,highlighting,highlight,underscored,highlights,underlined,spotlighted,Highlighting,illustrated,underlines,
2299,strange,13,weird,peculiar,bizarre,odd,surreal,disconcerting,unusual,freaky,strangest,
2300,transformative,2,transformational,profound,paradigm_shifting,visionary,momentous,transcendent,redemptive,liberatory,emancipatory,
2301,infinite,9,limitless,seemingly_infinite,endless,inexhaustible,finite,boundless,unbounded,infinity,limitlessness,
2302,mosaic,2,mosaics,tile_mosaics,mosiac,mosaic_mural,tapestry,tile_murals,mural,Roman_bathhouse,collage,
2303,yeah,15,Yeah,hey,kinda,geez,maybe,Oh_yeah,Oh_yeah_yeah,Yeah_yeah,guess,
2304,davis,7,williams,johnson,anderson,evans,thomas,henderson,crawford,thompson,wallace,
2305,overpowering,2,overpower,overpowered,overpowers,overmatching,dominating,nasty_sinker,overmatched,guile,overpower_hitters,
2306,command,2,commands,commanded,commanding,Command,Mulligan_Caldera,Douglas_Burig,commander,militarize_cyberspace,Commanding,
2307,firstly,11,secondly,Firstly,thirdly,whilst,twofold_firstly,aswell,SIMON_CREAN_Well,lastly,crucially,
2308,claiming,3,claimed,claim,claming,alleging,claims,asserting,Claiming,insisting,alleges,
2309,obtain,28,obtaining,procure,Obtaining,obtained,provide,receive,obtains,toobtain,attain,
2310,usage,2,useage,Usage,consumption,use,usages,utilization,consumptions,TOU_pricing,users,
2311,intersection,2,intersections,interesection,roadway,crosswalk,stoplight,eastbound,railroad_crossing,northbound_lane,offramp,
2312,smart,4,intelligent,dumb,smartest,savvy,clever,smarter,shrewd,IPICO_produces,economic_certainty_Kracmer,
2313,gannet,2,guillemot,Loggerhead_turtle,guillemots,kittiwakes,spoonbill,Minke_whale,leatherback_turtle,otter,razorbills,
2314,lends,8,lent,lend,gives,infuses,imparts,brings,injects,provides,imbues,
2315,scottish,7,celtic,scotland,british,Scotish,irish,sheffield,fitba,welsh,scot,
2316,francisco,2,esto,todo_el,lopez,esa,solamente,juan,dunn,primera,escrito,
2317,liking,6,disliking,liked,dislike,dislikes,disliked,likings,fancying,fondness,Liking,
2318,peter,2,peters,fizzle,petered,petering,fizzling,chitowndailynews_dot_org,wane,murray,deman,
2319,leaf,4,Discard_bay,petioles,foliage,seedheads,leaf_axils,flowerheads,yellowing_leaves,hydrangea_blooms,photinia,
2320,broad,17,broader,broadest,broad_range,wide_ranging,wider,broadening,broadened,broad_spectrum,broad_array,
2321,wasted,3,wasting,squandered,frittered_away,Wasting,expended,squandering,squander,wastes,squanders,
2322,biology,5,biochemistry,molecular_biology,biological_sciences,Biology,physiology,science,developmental_biology,biochemistry_molecular_biology,molecular_genetics,
2323,selecting,57,choosing,Selecting,select,selection,selects,selected,choose,Choosing,chosen,
2324,shortage,2,shortages,acute_shortage,scarcity,dearth,Shortage,Shortages,undersupply,glut,oversupply,
2325,inherently,27,intrinsically,innately,Inherently,fundamentally,infinitely,per_se,generally,incredibly,informationally,
2326,lifestyle,2,lifestyles,guido_guidette,trendsetter_Martha_Stewart,lifestlye,brand_Hotel_Missoni,Sterling_Pratz_Autonet_Mobile,healthier_lifestyle,Lifestyle,lunchpail_mentality,
2327,sweat,2,perspiration,Mud_resin,sweating,sweated,sweaty,sweat_dripping,Sweat,perspire,sweats,
2328,polished,2,polish,finely_polished,unpolished,Polished,lawmaker_Sue_Lowden,polishes,refined,polishing,varnished,
2329,wilderness,2,Wilderness,backcountry,unspoiled_wilderness,Kati_Gion,wildernesses,wildlands,roadless_wilderness,rugged_backcountry,wildnerness,
2330,verifying,7,verify,verification,verified,verifies,ascertaining,Verifying,certifying,authenticating,checking,
2331,intention,8,intension,intent,intentions,intensions,intending,aim,intend,sole_purpose,intends,
2332,delivers,7,provides,deliver,delivering,combines,produces,utilizes,offers,brings,Delivering,
2333,misty,21,foggy,chilly,mist,overcast,cloudy,hazy,sunny,sun_shining,wintry,
2334,excitement,6,excitment,enthusiasm,Excitement,joy,exhilaration,buzz,elation,thrill,euphoria,
2335,monument,2,statue,monuments,monument_honoring,monument_erected,granite_monument,memorial,memorial_plaque,monument_commemorating,memorials,
2336,supreme,2,fruit_ambrosia,Supreme,guide_Mohammed_Badie,unquestionable,Divas_salutes,judicature,ultimate_arbiter,lawgiver,jurisconsult,
2337,dual,2,Dual,DUAL_DIAGNOSIS_SUPPORT_GROUP,Slumdog_composer_AR,multi_frequency_DTMF,band_###.##a_g,single_brew_coffeemaker,DUAL,channel_FADEC,X_ray_absorptiometry_DEXA,
2338,eric,3,kevin,dennis,gordon,jason,jeffrey,emily,robert,jesse,anthony,
2339,book,2,tome,books,memoir,paperback_edition,autobiography,memoirs,Book,paperback,novels,
2340,lance,2,lances,spear,gladius,buckler,lanced,fletching,lancer,scimitar,gatling_gun,
2341,vignette,3,vignettes,montage,tableau,wryly_humorous,episode,playlet,epilogue,juxtaposition,narrator,
2342,rural,31,Rural,adn.com_thevillage,urban,Fond_Assau,nonrural,countryside,sparsely_populated,unserved_underserved,PGG_Wrightson_PGW,
2343,million,2,billion,milion,billon,millon,###,###,###million,$,##.#million,##million
2344,recreate,2,replicate,recreating,recreated,recreates,mimic,faithfully_recreate,relive,Recreating,reconstruct,
2345,interference,1,interferences,intereference,interfering,inteference,meddling,Interference,interferance,undue_interference,interfered,
2346,child,1,children,infant,chid,toddler,baby,newborn,chld,Child,preschooler,
2347,hanging,2,hung,hang,hangs,Hanging,dangling,hangin,hanging_precariously,peeking,draped,
2348,consists,3,comprises,consisting,consisted,consist,comprised,includes,comprise,encompasses,comprising,
2349,climb,3,climbing,climbs,ascend,ascent,climbed,Climbing,clamber,Climb,tumble,
2350,oldest,8,Oldest,youngest,oldest_continuously,largest,daughter_Delanie_Flynt,Japan_Kama_Chinen,Saint_Barthelemy_France,LINDSAY_WILDLIFE_MUSEUM,Sulfa_drugs,
2351,localized,1,Localized,localize,localizes,Localised,localizable,localization,subsites,localisations,generalized,
2352,pointing,13,pointed,Pointing,noting,gesturing,suggesting,saying,glancing,indicating,stressing,
2353,seriously,10,serious,lightly,dim_view,utmost_seriousness,seri_ously,gravely,serioulsy,seriousness,badly,
2354,swat,1,swatting,swatted,swats,Mikell_leaped,swatter,annoying_gnat,Swatting,flyswatter,swarm,
2355,edward,8,nikki,derek,patricia,joan,albert,bryan,samuel,joel,alex,
2356,brilliant,6,superb,marvelous,splendid,terrific,masterful,magnificent,dazzling,brilliantly,brilliance,
2357,master,1,masters,Rolodex_Khuzami,Master,suspense_Alfred_Hitchcock,Gary_Golkiewicz_chief,ceremonies_Larry_McCarren,Haiti_compas,Shoelson_discovered,Shackleton_expedition_whiskey,
2358,teaching,29,teach,taught,Teaching,learning,curriculum,teacher,reteaching,teaches,teachers,
2359,slowest,8,fastest,slower,weakest,slowest_pace,quickest,steepest,slow,strongest,slower_pace,
2360,sway,2,influence,swayed,sways,swaying,persuade,thrall,wield,clout,convince,
2361,merchant,1,merchants,level_salespeople_MLSs,Florentine_silk,deal_aggregator_Pricegrabber.com,Augen_manages,Ghaith_Karim,merchant_acquirer,wholesaler,Merchant,
2362,distort,16,distorting,distorts,distorted,distortions,manipulate,exaggerate,undermine,distortion,mislead,
2363,upstream,12,downstream,downriver,upriver,benzene_slick,virgin_polysilicon_manufacturing,tributary,gas_regulator_BPMigas,Albeni_Falls_Dam,tributary_streams,
2364,alpine,21,ski,Alpine_ski,Alpine,mountain,nordic,skiers,skiing,alpine_skiing,alpine_ski,
2365,believed,40,thought,believe,claimed,speculated,feared,presumed,insisted,surmised,understood,
2366,receiving,24,received,recieving,receive,Receiving,receving,receives,recieved,recieve,obtaining,
2367,publicly,2,publically,openly,Publicly,privately,publicy,incite_extreme_thinness,www.broadband_forum.org,formally,played_swaggering_Kenickie,
2368,eliminates,9,removes,reduces,minimizes,greatly_reduces,alleviates,eliminating,eradicates,obviates,Eliminates,
2369,exaggerate,3,exaggerating,exaggerated,exaggerates,overstate,underplay,overestimate,understate,distort,overstating,
2370,rex,1,robustus,trilobite,mollis,faber,tom,rufus,buying_fossilized_Tyrannosaurus,cayman,rodney,
2371,unrelated,9,related,unconnected,unassociated,separate,Unrelated,stemming,involving,Robert_Perciasepe,unaware,
2372,informative,1,enlightening,insightful,thought_provoking,Informative,entertaining,tapes_Knocke,informational,concise,user_friendly,
2373,uncooked,1,uncooked_eggs,uncooked_foods,pickled_jalapeno_peppers,Pour_marinade,uncooked_chicken,guacamole_salsa,chicken_breasts,sliced_onions,undercooked_hamburger,
2374,heading,73,headed,Heading,coming,returning,traveling,entering,Going,moving,going,
2375,whisp,2,wavy_tresses,starscape,brown_curls,wispy,brunette_curls,wavery,wisp,iridescent_feathers,rouged_cheeks,
2376,clothes,4,clothing,underwear,underclothes,garments,jeans,Clothes,undergarments,dresses,shoes,
2377,veritable,4,gigantic,proverbial,fabled,seemingly_endless,unending,gargantuan,colossal,monstrous,endless,
2378,faintest,8,slightest,merest,faint,flicker,tiniest,barest,faintest_hint,faintest_glimmer,briefest,
2379,consistent,33,Consistent,consistant,inconsistent,consistency,solid,congruent,consistently,balanced,strong,
2380,mail,1,mailing,mails,Tel_+##-###-#######_E,mailbox,postal,mailings,Takkt_AG_TTK_GY,Zapatec_AJAX_E,mailed,
2381,eclipsed,2,eclipsing,surpassed,surpassing,equaled,eclipses,bettered,overshadowed,outshone,surpasses,
2382,casting,6,Casting,cast,casts,casted,Expressed_unhappiness,Telsey_+_Company,Cast,Grant_Wilfley_Casting,Rwanda_Habumugisha,
2383,shining,4,shinning,shining_brightly,shined,shone,shine,shine_brightly,shines_brightly,shines,shone_brightly,
2384,hazy,18,foggy,cloudy,murky,hazier,misty,sketchy,fuzzy,blurry,haze,
2385,sigma,1,Six_Sigma,DMAIC,receptor_agonism,standard_deviations,Six_Sigma_methodologies,axis_machining,Textron_Six_Sigma,Cpk,CMM_Level,
2386,pictorially,8,spatiality,diagrammatic,visually,pictorial_representations,pictorial_representation,synesthetic,cubistic,illusionistic,threedimensional,
2387,evolving,5,constantly_evolving,evolve,evolves,rapidly_evolving,continually_evolving,changing,adapting,everchanging,evolved,
2388,centric,2,oriented,centricity,orientated,componentised,CoCreate_3rd,socially_networked,holistic,silo_ed,gamified,
2389,crouch,1,crouched,crouching,crouches,knees_bent,scurry,haunches,kneeling,stare,lunges,
2390,residual,4,Residual,Eric_Ibara_director,residuals,residue,excess,floater_certificates,undiluted,unmeasured_confounding,undepreciated,
2391,met,8,meet,visited,meets,crossed_paths,meeting,talked,spoke,lunched,dined,
2392,laden,1,ladened,loaded,laded,laiden,laced,replete,riddled,ladden,brimming,
2393,peaceful,1,peacefully,peaceable,Lucille_Nielson,Peaceful,peacful,peacefull,acceptable_al_Essawi,Floodwaters_inundated_campgrounds,problem_diplomatically_multilaterally,
2394,suitably,6,similarly,wonderfully,Suitably,appropriately,fabulously,delightfully,splendidly,supremely,gloriously,
2395,study,9,studies,Study,survey,longitudinal_study,observational_study,researchers,research,multicenter_study,meta_analysis,
2396,ebooks,5,eBooks,ebook,eBook,Ebooks,Apple_iBookstore,ebook_readers,Fictionwise.com,Kindle,iBookstore,
2397,adopt,7,adopting,adopted,Adopting,implement,adopts,adoption,embrace,enact,introduce,
2398,unwanted,2,Unwanted,undesired,unwelcome,Les_Moonves_Warner_Bros.,undesirable,unneeded,paltry_viewership,unsightly,unwelcomed,
2399,settled,2,settling,settle,settles,Settling,Settled,resolved,moved,settlement,settled_amicably,
2400,changer,2,gamechanger,changers,boon,defining_moment,zero_sum,revolutionize,momentum_changer,differentiator,saver,
2401,fell,2,tumbled,slipped,rose,climbed,slid,dropped,jumped,plunged,falling,
2402,fitting,15,Fitting,fittingly,fit,befitting,Verdasco_shanked_forehand,ironic,fits,suited,fitting_tribute,
2403,criticism,1,criticisms,harsh_criticism,scathing_criticism,flak,stinging_criticism,criticsm,critcism,Criticism,criticizm,
2404,elaborated,9,elaborates,elaborating,expounded,Elaborating,emphasized,explained,alluded,clarified,discussed,
2405,geography,4,Geography,geographic,geographical,geographical_location,geology,Bachmann_flubs_Revolutionary,demography,topography,Gamma_Theta_Upsilon,
2406,readout,1,readouts,digital_readout,LCD_readout,ammeter,bargraph,digital_voltmeter,LED_readout,analog_tachometer,backlit_LCD,
2407,topaz,1,citrine,blue_sapphires,amethysts,peridot,blue_topaz,amethyst,pink_sapphires,aquamarines,citrines,
2408,charge,2,charges,charged,Republish_without,Charge,Six_Flags_website_http://www.sixflags.com,charging,aggrevated_assault,misdeameanor,nolled,
2409,spoke,10,talked,speaking,spoken,Speaking,speak,speaks,spoke_candidly,spoke_eloquently,chatted,
2410,browse,1,peruse,browsing,Diane_Piegza_VP,browsed,upload,upload_photos,regionclick,iPhoto_albums,assign_keyboard_shortcuts,
2411,diaphragm,1,diaphragms,urethra,vocal_folds,uterus,bladder,soft_palate,vas_deferens,inferior_vena_cava,Eustachian_tube,
2412,noting,28,noted,Noting,adding,acknowledged,said,stressing,emphasized,stressed,referring,
2413,overhead,1,Overhead,Helicopters_thumped,Military_helicopters_circled,fading_chandelier_dangles,helicopters_clattering,overheads,Zvonareva_plopped,water_droned_loudly,turbaned_dancers,
2414,passport,2,passports,visa,Passports,tourist_visa,visas,machine_readable_passport,Schengen_visas,ID_cards,greencard,
2415,peeping,1,peeking,peeping_tom,peeping_Tom,peering,peeper,shining_flashlight,fondling,masturbating,peeped,
2416,relax,1,relaxing,relaxation,relaxed,Slogans_urged,relaxes,Relaxing,Sue_Abplanalp_assistant,Relax,unwind,
2417,brings,28,puts,gives,bring,Bringing,adds,creates,comes,brought,delivers,
2418,award,1,awards,Award,accolade,Awards,Excellence_Award,Outstanding_Achievement_Award,Achievement_Award,Innovation_Award,prestigious_accolade,
