,id,user_token,location,business,sex,employment,education,username,url,agrees,thanks,asks,answers,posts,followees,followers,topic1,topic2,topic3,topic4,topic5,hashId
8930,9355,xiaodengguang,,,female,,,周亚君,,0,0,11,2,0,55,2,职业规划,职业发展,平面设计,人生规划,影视后期,6d45a0dadc6ef74f970f3f0fb27f5b62
8931,9356,mitty-22,东京,,female,,矢泽学院,ayyy,,14991,4539,11,26,1,224,2997,服装设计,设计,互联网,平面设计,日语,8c06e9da7752a2fe12c09450afeb01ab
8932,9357,shi-laregina,,,female,,,SHI laregina,,0,0,11,1,0,118,4,心理学,生活方式,陈列,谢熊猫君食谱,广州美食,230393c0669c58b9bb04f52a5aca0f17
8933,9358,chai-jian-yi,上海,计算机软件,male,Wicresoft/Microsoft,上海政法学院,柴健翌,,54611,10167,11,11115,0,339,7922,iPhone,苹果公司 (Apple Inc.),飞机,手机,物理学,e414f73ee38ca4286029370f753f12d2
8934,9359,qi-xiao-29-81,,,female,,,齐小,,4,1,11,3,0,176,8,生活,书籍推荐,孤独,心理学,职业发展,e0db0eabc2d8e25296400be91c9e3d75
8935,9360,xi-zhi-83,,,female,,,汐纸,,0,0,11,0,0,982,39,自然科学,天体物理学,文学,西文书法,文具,f17647a7564bdaf21fd9a177eb71027d
8936,9361,liang-xiao-you-mua,,,female,美女罐头厂,,璎宁,,13796,3184,11,62,0,614,3856,恋爱,生活,两性关系,调查类问题,爱情,54c26b6f1319eb95b58710ac8c55e031
8937,9362,jiu-hao-xuan-chuan-jia,,,female,,,九号宣传家,,0,0,11,0,0,386,4,体育,自然科学,纸牌屋（House of Cards）,文学,数据分析,85881478379bffc988d811357d23aadd
8938,9363,yan-qiu-93-74,,,female,,,妍秋,,0,0,11,2,0,25,1,职业发展,互联网,电影,微观经济学,经济学,5b00ddadbfba235d594d8ee9405640c0
8939,9364,xie-fei-54-66,苏州,电子商务,female,迪卡侬,,Yana,,17,8,11,1,0,146,14,阿道夫·希特勒（Adolf Hitler）,异性交往,股票市场,投资,冷知识,c57d77ffa907d5d66eac4db36af773d7
8940,9365,zhang-heng-heng-77,,,female,,,张哼哼,,2,0,11,4,0,237,31,芬兰,陈粒（歌手）,留学中介,移民,新加坡移民,74e2a0274f9a97de4bd9e83208a5a808
8941,9366,zao-dian-shui-jue-49,,创意艺术,female,,台湾国立暨南国际大学,早点睡觉,,1123,201,11,22,0,162,197,心理学,调查类问题,学习,男朋友,台湾,f3fdcbe9586dd01d827389198e3cd34c
8942,9367,hao-bang-ya-ya,,,female,,,好棒丫丫,,5,0,11,5,0,12,6,法律,教育,旅行,体育,摄影,b1964d62221b7516ef748c1f8d94cfac
8943,9368,tang-fang-lue,杭州,,male,,,唐方略,,0,0,11,2,0,51,11,Touch ID,自然科学,摄影,HTML5,产品经理,331cce55c0e6469d1c25516ca81de528
8944,9369,sun-jia-wei-73-57,郑州,房地产,male,,,菜菜藕丝拉锅,,8,2,11,10,0,44,6,股票市场,DotA,西游记,职业发展,昆汀·塔伦蒂诺 (Quentin Tarantino),e9983617dc5bcae235cb3ae5540d0e3c
8945,9370,gao-er-qi,青岛,,female,,,Moonlord,,4078,262,11,4,0,42,37,调查类问题,典故,脑洞,电影,日本,2fc6b51768ce493d6ac4d1a43b613fde
8946,9371,aijia-du,,银行,female,,,姜饼大人,,53,11,11,13,0,308,6,人因工程学,建筑设计,内观,杨洋（演员）,,54cebe8301a1235e84a2b650d5abe51b
8947,9372,chuang-huang-you-you,,,female,,,三三,,59,7,11,4,0,392,40,女性,自然科学,产品文案,互联网,电影,1412182e4bb54c93eab97ab299b80d20
8948,9373,hong-tong-tong-86,,地产建筑,female,,,ha gorillaz,,222,87,11,15,0,307,65,城市规划,房地产开发商,房地产,用户体验设计,字体设计,c845f8311035fbf1c876ba6b1482ad20
8949,9374,zhao-yi-qing-21-9,,制造加工,male,,北京第二外国语学院,赵汉卿,,836,304,11,46,0,201,159,电影,旅行,健身,历史,汽车,b21c0c4f457d1b57f5e2dc21b717656c
8950,9375,a1fa4,石川県　能美,电子游戏,male,,JAIST,Tsorf,,4958,1172,11,21,2,48,731,JAIST,星球大战（Star Wars）,木工,黑暗之魂（Dark Souls）,茶,d5d707374f6f46ec237783eeaf7427c5
8951,9376,BenitoLi,马德里,,male,,马德里理工,贝尼托李,,685,164,11,54,0,427,319,建筑,建筑设计,建筑学,旅行,苏黎世联邦理工学院（ETH Zürich）,bca0edd252254920994af8c7dc6ce901
8952,9377,zou-da-wei-13,天津,地产建筑,female,,天津大学（TJU）,Miss琼巨,,558,51,11,9,0,227,51,生活,钢琴,心理,旅行,电影,8c794a2f059abd4ec03962f2ebd1e630
8953,9378,shu-mei-57-12,,,female,,,nicccce,,0,0,11,0,0,110,4,建筑设计,摄影,话剧,成人内容,面相,1d78a1f4d860f3ba08082cbabcc0a522
8954,9379,hellobetty,武汉,,female,,,陳貝蒂,,2550,456,11,13,1,48,582,建筑设计,一线城市,上海,酒店,长三角,2b5499a5f4daccc6c5eab221ca213433
8955,9380,chen-xiao-man-27,,,female,,,曼曼曼曼曼,,53,37,11,3,0,37,14,无间道（电影）,植物,两性关系,PUA（Pick-up Artist）,苔藓,0fbd092bd4d660d85cc06fa6587f188e
8956,9383,caiwentao,,,male,,,Mr.Cai,,1915,252,11,11,0,79,164,政治,美国,电影,股票,文化,42e216cbac489abc216cbcd59bfbd4aa
8957,9384,dong-xie-50-34,,,male,,,东邪,,2880,453,11,138,0,78,148,历史,法律,张召忠,项目管理,项目管理工具,a22fcbc09e9834806a6112fe34e99ffc
8958,9385,cao-jun-yi,上海,,male,上海船厂,武汉理工大学,曹骏一,,828,111,11,321,0,93,356,摄影,摄影器材,相机,军事,足球,ead806d872e6d081110726b2b75fbc3f
8959,9386,wangyuezuiai,深圳,房地产,female,房地产,Cardiff University,桃姑娘,,3307,586,11,142,0,222,1463,留学,土木工程,电影,三体（系列小说）,模拟人生 （The Sims）,47b4e1b7d44bccc2e8e287cd07d75f67
8960,9387,gong-da-cheng,,广播电视,male,,,大兔,,111,42,11,76,0,1068,162,生活,电影,摄影,美食,自然科学,af260ccf525b31bba5282bdcb57cecba
8961,9388,zi-yue-zhong-yuan,,咨询分析,male,,,子越中原,,25029,3373,11,153,0,232,1364,足球,中国科学技术大学,历史,职场,电影,81ffe59f1c4dc143e7a9ff9c2995a29c
8962,9389,winnietheice,,,female,,,winnie the ice,,29,17,11,2,0,2,16,景观设计,香港,,,,c819bb32bbda830980d64c5285f10232
8963,9390,yin-de-yi-72,,,male,北京环球艺动影业有限公司签约导演,,殷德义,,23768,4082,11,58,14,115,4711,电影,导演,影视评论,爱奇艺,电影推荐,f5c4cd6368f9f92d3d783deec03b1969
8964,9391,shi-lei-98-15,,,male,,,史磊,,1,0,11,2,0,241,39,电影,建筑学,舞蹈,建筑设计,自然科学,c7c94e91b47f137d5a4fd35caadcc802
8965,9392,wu-yan-jin-86,北京,财务,female,,,华胥de亡灵,,31594,9255,11,13,0,39,4328,思考,心理学,学习,心理咨询,人际交往,52f3bc50c96a4d2e26d6528e9ae33a32
8966,9393,monica-liu-87,北京,,female,建筑师,本科毕业生,Monica Liu,,338,121,11,9,0,220,369,建筑师,德语学习,亚琛工业大学（RWTH Aachen）,减肥经验,日本建筑师,a05f5b89f56b2461719fd91f65cf4c04
8967,9394,carol__1987,,互联网,male,,,carol1987,,1921,400,11,78,0,24,3687,互联网,生活,教育,科技,电影,109d318b6017310a458e41c4127175b4
8968,9395,kou-si-si,云南,法律,male,,中南民族大学,叶力境,,2123,349,11,5,0,33,697,楷书（书法）,书法,文学,硬笔书法,电影,2e4a00d91b07c27d2cc55e8b71c2eed8
8969,9396,yan-li-shi-59,,,female,,,Mero,,11026,3017,11,38,8,380,9611,生活,音乐,人际交往,生活经历,书籍,1f175c9095176adb6941bc5462c50c7a
8970,9397,wuzhangjin,珠海,计算机软件,male,魅族,兰州大学,吴章金falcon,,2633,950,11,99,0,66,3792,Linux,C（编程语言）,嵌入式系统,Linux 内核,Android,3d180d4f49738f87ed07d8e0206075cc
8971,9398,feng-jian-67-13,,,female,,,风间,,0,0,11,0,0,125,5,欧洲历史,世界历史,历史地理学,剑桥大学（University of Cambridge）,俳句,7af8072a7357c596d2ea0a71f088dc5f
8972,9399,yang-han-5,,,female,,,Colin,,0,0,11,0,0,98,4,努力,猫咪后院（游戏）,五子棋,日剧,考研咨询,0bceb64a25d408770920eec89ff08306
8973,9401,tong-yao-20-46,苏州,,female,花店老板娘,复旦大学,童瑶,,25426,4810,11,15,3,130,55488,文学,生活,电影,投资银行,情感,987eff407ad8e188ca23ef79a7f9b010
8974,9402,james-zheng-72,海外,,male,野鸡公司,野鸡大学,毕加索的夜曲,,9709,5367,11,14,0,2200,3157,出国,咨询公司,VBA,移民,证券从业资格,16cbdfa8a9c2e80eff8011f31241679a
8975,9403,tang-shuo-86,,,female,,,五斗米先生,,0,0,11,0,0,112,2,运动,洁面仪,祛痘治疗,祛痘,毛笔书法,5d4459c8f041b46f28f633c2e83d2f19
8976,9404,zhang-xiao-jian-16-21,,地产建筑,male,,,张小建,,0,0,11,0,0,74,3,战争电影,台湾旅游,建筑学,摄影,艺术,b83b6928aac1063c47ca63d70442070b
8977,9405,chen-jiali,,,female,,,陈jiali,,0,0,11,1,0,113,3,大学寝室,性生活,考研复习,两性关系,人生,4291b80314ce3461cc69e5eead96f1c1
8978,9406,shi-ming-xing-24,南京,地产建筑,male,,,石明星,,3,0,11,2,0,279,6,生活,建筑设计院,建筑设计,电影,注册建筑师,79dced6e9f738ce6de78e09ce40e5bf5
8979,9407,R-800,,,male,,北京大学,八百禁,,7943,1606,11,19,0,24,640,建筑,摇滚乐,电影,艺术,吉他,c0a79f22fecb3b47ba04a707bf1dc79a
8980,9408,li-suo1,,,male,,,离索,,1772,244,11,6,0,387,188,音乐,化学,装修,室内装修,自然科学,d857ec0b18851a30991f840d024eb21a
8981,9409,mao-mao-37-32-98,,,female,,,毛毛,,0,0,11,0,0,99,4,建筑行业,职业发展,建筑设计,服饰搭配,摄影,2f0f52481474793ce22e05056193bee3
8982,9410,zhu-meng-47,深圳市,,male,,深圳大学,箢溪,,0,0,11,0,0,285,4,真假音转换,体育,自然科学,男性魅力,H&M‭,95873ae7751d548206a3de97894196ee
8983,9412,shuai-qun-65,,,female,,同济大学,Jerry,,5163,2358,11,21,0,32,3258,博士,女博士,结构工程,土木工程,房地产,4bfebc2020c536039463974f58437520
8984,9413,composerRoc,北京,电影录音,male,,四川音乐学院,阿鲲作曲,,193,0,11,0,1,1,683,苹果公司 (Apple Inc.),生活方式,IT 行业,商业,绘画,79f952b12c677fde7020ba7f7fe2e202
8985,9414,zhou-jie-lun-74-31,,,male,,,Initial一j,,4171,1143,11,4,0,65,203,周杰伦（人物）,音乐制作,VBA,艺术欣赏,数学,8b290bdbdae6f915110653c799cd8a8c
8986,9415,bo-he-96-13-96,,,female,,华北电力大学,Lilianabee,,435,61,11,17,0,72,56,时尚,华北电力大学,X 是种怎样的体验,文身,美女,799d15ff0dcd5e38b1037ca8c93837b0
8987,9416,robin-pao,,,male,,,Robin Pao,,24,6,11,16,0,97,12,土木工程,建筑,建筑设计,建筑结构,Trimble SketchUp,06c86dfe1f6a8e45b9d6fdbcdf272ca0
8988,9417,yizhi-xiao-hu-li-63,,,female,,伦敦大学学院 (University College London),一只小狐狸,,0,0,11,0,0,1,1,阅读,健身,音乐,建筑,,6e437f5f9c37f119f9da72ae7fee8ac6
8989,9418,catherine-42,曼彻斯特大学（The University of Manchester）,,female,,曼彻斯特大学（The University of Manchester）,Catherine,,76,18,11,41,2,170,40,公共政策,互联网,创业者,曼彻斯特大学（The University of Manchester）,知乎,cd6de14be271dc74eedf34a77efbc204
8990,9419,mou-luo-li-kong-de-tian-ran-juan,,,male,,,大鱼凯撒,,187,34,11,7,0,15,19,公共政策,互联网,创业者,曼彻斯特大学（The University of Manchester）,知乎,628ae5b03c64a912d9a50fcb80a41fa7
8991,9420,1642-42,,,male,,,1642,,14,13,11,3,6,508,100,艺术,建筑,周源（人物）,脑洞,经历,48805d93b3833f5b61b39c062f0180ec
8992,9421,che-ling-89,杭州,,female,,,三玲子,,5,5,11,8,0,16,11,知乎,美食,电影,爱情,职业发展,0f1b2cb626143f8438c8108568f6b523
8993,9422,xiangmeiren,,,female,,,丞冰冰,,88,22,11,11,0,78,9301,旅行,营养,李钟硕,击剑,高尔夫（运动）,6a8f45c85d588bf6425f22459887e7a1
8994,9423,alex-10-47,,广播电视,female,,,栖桐,,878,209,11,27,0,102,576,猫,两性关系,吉他,女朋友,男朋友,fc5db15b75741b67c521bb912379bce1
8995,9424,ruan-ruan-10-39,杭州,娱乐休闲,female,,浙江大学,余晓婷,,29,8,11,3,0,74,28,互联网行业,校园招聘,摄影,运营,微单相机,59a91f1ad6c34427ef4c7999d84d3e12
8996,9425,zhi-zi-81-43,悉尼 (Sydney),,female,,悉尼大學,枝子,,70,17,11,6,0,8,440,健身,电影,建筑,美食,时尚,43acaee317cb0049cb60c0b22fe44899
8997,9426,zhe-ge-ming-zi-wo-xia-ci-hui-gai-de,湖北,,female,,本科在读,这个名字我下次会改的,,20,2,11,11,0,116,73,健身,电影,建筑,美食,时尚,2c38dbb431f5484874892be67d993622
8998,9427,xiao-jiu-63-27,,,female,,,小八,,2033,401,11,18,0,56,1630,X 是种怎样的体验,减肥,一个人的生活,心理学,原生家庭,29381d5cbc44d80ceda956293cf3426e
8999,9428,jet-chen-97,北京,计算机软件,male,易安信（EMC）,北京航空航天大学,杰特,,1165,302,11,52,0,7,758,西装,定制西服,男装,服装面料,Air Jordan,25c2ee82f20580876a9bcdd6267c4034
9000,9429,siis2000,,,,,,司阳,,513,155,11,52,0,292,1067,世纪佳缘,互联网,产品经理,投资,移动互联网,0a7609b93c98f984543d6d6443c1fb06
9001,9430,melissa-zhao-4,,地产建筑,female,,哈尔滨工业大学（HIT）,Melissa Zhao,,19,4,11,5,0,36,29,建筑,生活,设计,电影,茶叶,656b51a4accafc15ef82554d3ac86be9
9002,9431,jian-le-xi-z,,景观,female,,,简乐希Z,,83,46,11,12,0,100,30,风景园林,研究生,摄影,北京林业大学,诗歌,df14cb3f241994ea450ee59d9afc92b6
9003,9432,zhang-mo-mo-74,无人岛,畜牧养殖业,male,,蓝翔技术学院,张默陌,,43525,15038,11,107,0,50,8247,平面设计,社会心理学,生活常识,无人机（Drone）,科普知识,7797883359c3a2b072b7195e8b317bf8
9004,9433,wang-han-53,南京,创意艺术,male,,杂家,汪涵,,30754,4519,11,341,4,745,7005,电影,动漫,生活,日本动画,动画,caaba4453ba7bf7da942220f2586d7bd
9005,9435,li-qiao-zhi-49,天津,,male,,天津大学（TJU）,李乔智,,779,181,11,14,0,868,433,建筑,历史,建筑设计,摄影,旅行,d22250915f5784e285f332dac9fc8659
9006,9436,zhao-lian-kui,北京,地产建筑,male,,,赵联奎,,12,9,11,15,0,252,9,建筑设计,军事,战争,建筑,建筑学,fc1aef6f617060e99cc41fcf2ccdbd08
9007,9437,ai-meng-20-23,北京,,female,,建筑学硕士,萌大宝,,6,17,11,13,0,42,23,建筑学,书籍,北京,兼职,英语,847c36a6ab4074f0c0c0a2741604ba3f
9008,9438,xian-qi-long-ye,,,male,,,[已重置],,149,31,11,18,0,34,81,伊斯兰教,钓鱼（广义的）,两栖纲动物,PlayStation 2,无尾目,13ae49edd8453bd8d89b33801e8f3a6c
9009,9439,yang-yang-35-68,,地产建筑,male,,,杨阳,,242,103,11,14,0,34,27,建筑学,建筑设计,建筑师,建筑,排版,b66352d5be5f6daa632b9047f8cad272
9010,9440,tuomu,重庆,互联网,female,重庆托木文化传播有限公司,中国农业大学,文静,,70,38,11,1,0,3,20,建筑,创业,投资,设计,科技,dc2715faa25003cbfeb9809a5ca41be5
9011,9441,fushidel,北京,互联网,male,,,利泽中二,,12267,3233,11,30,2,202,1031,摄影,电影,艺术,搞笑,在线教育,c50d794c910a915889afa1fcc33dbf6b
9012,9442,Lee-April-53-57,,,female,,,April Lee,,339,96,11,37,0,42,126,物理学,三体（系列小说）,机器人,科技,留学美国,a2ef3ff04229e9dc18402cd8f65a6259
9013,9443,wei-feng-yi,,,female,,,Peach,,0,0,11,3,0,48,19,杂志社招聘,建筑,互联网,电影,集装箱,f5268a8be0e3cc227ea579dcfc673bcf
9014,9444,shui-shui-98,,地产建筑,female,,,三水半水,,0,0,11,0,0,26,1,创业,人文,生活,旅行,设计,4f211bfeae164f8ea9ab99177663f8b8
9015,9445,zhi-nan-yan,,,female,,,直男癌,,44,6,11,7,0,5,281,艺术,文学,文化,电影,摄影,150603ea789442db8220089969f1b642
9016,9446,shao-zhi-shuai,,互联网,male,,利物浦大学（University of Liverpool）,直帅,,23877,3970,11,35,1,386,1759,调查类问题,历史,优步（Uber）,电子商务,旅行,73b8c73980b94e2092ebb9b554d7ffa0
9017,9447,LuckyLM,广州市,广告,male,,,lucky拉奇吼,,16892,2644,11,206,1,63,1916,生活,篮球,游戏,音乐,NBA,742ea5c190f132ef9cb0e674e8ec5297
9018,9448,wanghaochen,北京,创意艺术,male,中国公共艺术研究中心,中央美术学院,王浩臣,,479,114,11,43,0,71,172,艺术,生活,摄影,自然科学,家居,b52bac534110fd2002f927061192b7b3
9019,9449,yang-yu-97-28,,,male,,,FIscher00,,5,0,11,2,0,127,99,每日股市分析,,,,,53940f7ec8da8567342d3ea7ecfb0e20
9020,9450,zhang-ke-tian-46-57,,,male,,,可可走不动,,4129,982,11,16,0,215,5287,建筑设计,建筑,设计,建筑表现,效果图,3784ea2b576d5f555f1b8455f23b4f58
9021,9452,ceng-yao-82,,,female,,,Je mesouviens,,9017,2515,11,35,0,199,2529,学习,,,,,13ef375641af7479eb921d7e8036450f
9022,9453,jie-deng-wan-can-95,,,female,,,街灯晚餐,,84,43,11,27,0,31,114,健康,妇科,法律,,,0231af8bfb3af11573dd08fcc4eff13e
9023,9454,MISS--XU,,,female,,,Miss言午小姐,,30987,4044,11,64,0,218,13972,人际交往,调查类问题,X 是种怎样的体验,脑洞,生活方式,d1c70a5a942f5cd9c9f3170390c632e1
9024,9455,esperzaran,,,,,,esperzaran,,0,0,11,0,0,20,1,生活方式,烘焙,文学,食材,房地产,568fce813a886620776a366aa1eace95
9025,9456,demisun-71,,,female,,,一个废弃的号,,103,11,11,21,0,24,229,Xcode,大学生活,Microsoft Surface,土木工程,手机,efbd8875fdbbfe4f4b5297564c5beec0
9026,9457,da-pang-41-11,深圳市,互联网,female,,,九月,,3356,961,11,23,0,51,6606,性生活,两性关系,成人内容,情趣用品,旅行,84206ad3bd451b05e51557bd92fbbdbd
9027,9458,yijiu-xx,,,male,,,一九XX,,7093,1275,11,15,0,62,506,生活,电影,文学,周星驰（人物）,音乐,d8fae54dbabb0adaa3ab3c648b01a01d
9028,9459,wang-ma-zi-zhu,上海,,male,王麻子乐队,楼王小学,王麻子丶,,2970,1181,11,57,0,50,2339,淘宝网,情感,淘宝店铺,时尚,恋爱,f3d9ce50449e00554ae2389a5b331803
9029,9460,pi-pi-13-75,,,female,music森赛,,屁屁,,1852,408,11,88,0,67,357,钢琴,女性,流行音乐,冷知识,模拟人生 （The Sims）,0b69a658d9eb40e52764ce537c8a20d2
9030,9461,shi-duo-pi-li-yang-mie-mie,深圳市,证券投资,female,,,士多啤梨羊咩咩,,21192,3962,11,38,0,158,18530,狗,美瞳片,努力,半月板磨损,燕窝,c9d4b006e6f62bad166e0f89bd79b26a
9031,9463,liu-xi-wen-41,吉隆坡,,female,,,文西刘,,142,43,11,1,0,281,25,发展经济学,体育,排版,埃米纳姆（Eminem）,区域经济学,3b6169bd9a158fe6977f142caee86de7
9032,9464,anggi-sanada,米兰,,female,,Politecnico di Milano（米兰理工大学）,織田安吉,,800,155,11,52,1,54,380,伪娘,跨性别者,药娘,电影,意大利语,0b878ad77c636c99c02e3416959f0d17
9033,9465,wang-zhu-61-59,,,female,,天津大学（TJU）,青苔者,,95,26,11,29,0,207,17,生活,文学,文化,烹饪,小说,ccea255dd16caf0a28c8912f0b2dde9b
9034,9466,huang-lavender,,,female,,,Ashley,,89,21,11,14,0,77,16,奇葩说,建筑设计,建筑,宜家家居 (IKEA),AutoCAD,d94d2111bb24323ad5e9a2b4df216b83
9035,9467,vertigo_yl,北京,资本投资,female,风险投资（VC）,中央财经大学,摇鹿,,867,314,11,4,3,362,431,数据分析,债券,微观经济学,数学,叔本华（Schopenhauer）,929fbf885314119cbde0c371394838f4
9036,9468,huo-xing-mei-65,,,female,,东北林业大学,火星妹,,0,0,11,0,0,101,8,金融学,建筑设计,摄影,作品集portfolio,苹果公司 (Apple Inc.),99a5177fe04570ed84233fe0c5d60e9d
9037,9469,amyyao,北京,互联网,female,,牛津大学 (University of Oxford),Amyy,,3630,882,11,22,0,168,2160,留学,生活,知乎,时尚,电影,9d0dc143c322668a9c8385e80f3a82e0
9038,9470,xiao-jian-jian-5,,景观,female,,,小尖尖,,17,7,11,20,0,114,2,同性恋,电影推荐,猫,生活,电影,3a0254b727e1227a02eb00ccf4bc0370
9039,9471,weiwuhui,上海,高等教育,male,上海交通大学,,魏武挥,,3847,367,11,38,8,134,7123,新闻,传播学,历史,媒体,社交网络,d135fcf2e0e0fc58af0959805bef9179
9040,9472,kenny-cheung-5,香港,计算机软件,male,,香港大学 (The University of Hong Kong),Kenny ZHANG,,949,194,11,122,0,80,106,台湾,电影,恋爱,历史,金庸小说,d6ff9adbd6dd5133a234403fa297023d
9041,9473,jiang-cj,北京,创意艺术,male,MTD crew,北方工业大学,Jiang CJ,,6190,3295,11,62,1,44,4060,运动鞋,设计,工业设计,设计师,锤子科技,9b173748d0ce28a9b79dbbad1369a4bd
9042,9474,zhou43,深圳,互联网,female,QQ 音乐,University of York,Z Yuhan,,7758,872,11,44,26,76,4020,交互设计,用户体验设计,交互设计师,设计,互联网,248acc1ff7b474f2c11149f2e478a9f2
9043,9475,xie-xia-xia-1,,,female,,,谢夏夏,,22,15,11,18,0,352,15,建筑,长沙,Steam,剑侠情缘网络版叁,摄影,a39a8166286dd0df0b89107c212bf443
9044,9476,yizhuan,北京,,male,,,易转,,36883,6030,11,123,0,239,1547,电影,文学,历史,小说,音乐,33b74a3b7811739d4cd9166b06ed65ee
9045,9477,wang-rui-han-11,,保险,female,,,王瑞涵,,45,13,11,2,0,25,512,儿童教育,职业发展,投资,健身,贷款买车,1cc202e6ef6c15287203e84d435ba506
9046,9478,gong-yu-51-61,,教育,male,,,宫彧,,5006,1086,11,323,0,70,528,音乐,吉他,电吉他,搏击项目,金属乐,f8fe1f8317fc44075b0eb0f50a633192
9047,9479,zhu-xiao-mu,北京,,male,,,朱萧木,,678,150,11,1,0,13,2695,互联网,摄影,设计,创业,电子商务,5b9823e272894ddef9d60b3bd7dd5a6a
9048,9480,mmmer,,,,,,门明铭,,68,6,11,7,0,52,250,汽车行业,,,,,e2439fdbe7e052ce78e72f83786d8478
9049,9481,jordanfc,Montreal,,male,锤子科技,,方迟,,2713,641,11,67,0,964,10893,设计,图标设计,罗永浩,猫,Adobe Photoshop,316ff7fec65ae36a78b34d453e409e23
9050,9482,pacoxiao,,,,,,Paco,,45,7,11,4,0,32,2260,图形用户界面,罗永浩,用户界面,NBA,中国设计师,d70060c580e5a3d3e11e665f209cdc5b
9051,9484,chen-ai-wen-20,,,female,,,沈艾雯,,0,0,11,0,0,6,3,建筑,Sketch,减肥,历史,美食,87e84a27c44e53abbedf6f481226ceed
9052,9485,kasa-lee,美国,,female,,,Kasa Lee,,705,287,11,37,0,56,518,拉丁语,历史,我的世界（Minecraft）,考古,古典学,f4f2a0e92b85315b8c69fa53ebc1d3a0
9053,9486,zgqbambridge,,非营利组织,male,,,张嫩草,,35395,5449,11,80,0,25,12384,调查类问题,军事,人际交往,足球,新闻,4eef580a736a66a3bb4cae4e2712b581
9054,9487,yi-zhi-chong-zi,帝都,互联网,female,,北京邮电大学,伊织崇子,,7522,1245,11,545,1,357,2735,产品经理,产品,知乎,百度,游戏,01b85fa6a340220b433e31a48bcea48e
9055,9488,sun-yang-60,广州,咨询分析,male,我院,伦敦大学学院,Sun Yang,,128,99,11,13,0,349,137,城市,城市规划,建筑,英语学习,房地产,667707e8febd29750cf3af9989f582f5
9056,9489,FangKee,上海,,male,,,方氪,,11401,4607,11,17,7,761,7034,创业,产品经理,风骚律师（Better Call Saul）,IT 产品经理,用户体验,e7f83272d1a4f1619bf0429bbe2d61db
9057,9490,bestyuchenking,上海,景观,male,上海大器景观设计有限公司,北京林业大学,雨尘,,12088,2896,11,177,10,125,1635,金庸,金庸小说,风景园林,戏剧,动漫,8f4e91056573a6ed0e1217a826214b0c
9058,9491,wine-xu,厦门,电子电器,male,,本科毕业生,xwinex,,832,299,11,8,0,1,159,赛车,一级方程式赛车（F1）,诗歌,销售,诗词赏析,9322e5052aa89946404e728f8395f02b
9059,9492,liuzhonghao,伦敦（Greater London）,,male,,伦敦大学亚非学院 (SOAS),刘仲濠,,25551,7030,11,133,6,60,5406,心理学,生活,文学,音乐,阅读,cda531526f4e4934e88e7a10434fb976
9060,9493,yao-xiao-yo,,汽车,female,,,姚小yo,,167,68,11,4,0,35,35,生活,体育,电影,音乐,健康,2ce7d86178275b6a8e92816527c4dfd5
9061,9494,tan-zhen-83,天津,,male,,,谭震,,0,0,11,1,0,212,5,建筑设计,自然科学,成人影片（AV）,成人内容,健身,a0af6dfb683c9bfc3e12db4c209cde09
9062,9495,ran-min-82,,,male,,,冉闵,,7092,1011,11,643,0,740,602,伊斯兰教,穆斯林（Muslim）,选择恐惧症,微信营销,男装搭配,b1971b96e64017035e28f9be4e21088b
9063,9496,hitiant,慕尼黑（München）,,male,,慕尼黑工业大学,岳然,,6,3,11,2,0,573,42,数学,德语,ARM,机器学习,健身,a6a5ac2de004d5ea8a4291f4b990945a
9064,9497,shi-yu-50-53-35,上海,资本投资,male,私募证券投资基金,复旦大学,伪砖家,,18150,3764,11,180,60,53,15786,经济,房价,中国经济,经济学,创业,57d0dd24a41218837c4bc53859cede87
9065,9498,jin-lian-66,天津,,male,,,凤哥,,5366,621,11,1,0,150,3909,金融学,成人影片（AV）,职业发展,两性关系,文学,8e9f6cd6eac7250dfc703e24b4d31502
9066,9499,xu-rui-10-12,,艺术娱乐,female,,,徐大瑞,,4388,966,11,41,0,27,890,生活,摄影,旅行,电影,理财,81434bfa643cca006a0536d2b5456674
9067,9500,changli-ren,深圳市,房地产,male,万科,哈尔滨工业大学（HIT）,rclsonic,,21,8,11,4,0,803,21,建筑行业,乔治·索罗斯（George Soros）,自然科学,融创,医院,1216b737a8b6a427426533376a3cf217
9068,9501,xiang-dai-er-29,北京,,female,,,香黛儿,,7883,1711,11,66,0,29,10902,恋爱,女性,性生活,成人内容,两性关系,4a21f07e3054139ada1fb93db945188c
9069,9502,linmobai,上海,地产建筑,male,浙江南方建筑设计,浙江理工大学,林墨白,,0,0,11,0,1,154,10,艺术,lynda.com,健身,生活,原研哉,585bd698663019c82dd17301a308e90e
9070,9503,tu-jia-yi,,科研,female,,华中科技大学,涂悠悠,,14958,3540,11,11,0,23,2717,情感,恋爱,思考,生活经历,经验,6bfa0072c07c1753c91dbaf1786d0db4
9071,9504,zhu-yu-8-69,上海,,female,,,朱钰,,3709,1170,11,5,0,55,1269,职场,工作体验,公司,互联网,职业发展,88461ebf1810b3bc795ad888dae65ca3
9072,9505,kou-shui-pao-pao,上海,房地产,male,Soudal 速的奥,Concordia University,口水泡泡,,159,78,11,81,0,74,90,建筑,建筑材料,建筑设计,刀塔（DOTA 2）,室内设计,99972537e33dc01a2cf6b8534069c0f4
